affiliation_id,affiliation_name,affiliation_country,affiliation_city
60016416,Tohoku University School of Medicine,Japan,Sendai
60016417,Western Infirmary,United Kingdom,Glasgow
60016418,University of York,United Kingdom,York
60016421,Tokyo Metropolitan Institute of Gerontology,Japan,Tokyo
60016428,Steno Diabetes Center Copenhagen,Denmark,Gentofte
60016437,Göteborgs Universitet,Sweden,Gothenburg
60016446,Yeditepe University,Turkey,Istanbul
60016450,Bradford Teaching Hospitals NHS Foundation Trust,United Kingdom,Bradford
60016452,Universitatea de Medicina si Farmacie Victor Babes din Timisoara,,Timisoara
60016458,Jacobs University Bremen,Germany,Bremen
60016459,United States Department of the Treasury,United States,"Washington, D.C."
60016470,Mitsui Memorial Hospital,Japan,Tokyo
60016511,Sumy State University,Ukraine,Sumy
60016513,National Tuberculosis Institute Bangalore,India,Bengaluru
60016516,Hopital Jean Minjoz,France,Besancon
60016524,Manipal Academy of Higher Education,India,Manipal
60016530,Memorial Regional Hospital,United States,Hollywood
60016536,Michigan Technological University,United States,Houghton
60016543,Methodist Physicians Clinic,United States,
60016569,Chapman University,United States,Orange
60016574,"Universidad Complutense de Madrid, Facultad de Farmacia",Spain,Madrid
60016575,Ericsson Sweden,Sweden,Stockholm
60016576,Institute of Physics of the Czech Academy of Sciences,Czech Republic,Prague
60016593,Centro de Geociencias de la UNAM,Mexico,Juriquilla
60016598,Centre for Eye Research Australia,Australia,Melbourne
60016614,Tokyo University of Foreign Studies,Japan,Fuchu
60016617,Washington State University Prosser,United States,Prosser
60016618,Ain Shams University,Egypt,Cairo
60016625,Coney Island Hospital,United States,New York
60016631,Women and Children's Hospital of Buffalo,United States,Buffalo
60016634,Maine Medical Center,United States,Portland
60016636,Blekinge Tekniska Högskola,Sweden,Karlskrona
60016640,Szkola Glówna Handlowa w Warszawie,Poland,Warsaw
60016646,Minnesota Department of Health,United States,Saint Paul
60016650,"Jeonbuk National University, School of Medicine",South Korea,Jeonju
60016655,Harvard Pilgrim Health Care,United States,Wellesley
60016667,Barnes-Jewish Hospital,United States,St. Louis
60016674,"University of Thessaly, School of Health Sciences",Greece,Larisa
60016675,Skidaway Institute of Oceanography,United States,Savannah
60016686,Bascom Palmer Eye Institute,United States,Miami
60016689,Golestan University of Medical Sciences,Iran,Gorgan
60016690,Japan National Institute for Land and Infrastructure Management,Japan,Tsukuba
60016691,Moorfields Eye Hospital NHS Foundation Trust,United Kingdom,London
60016707,Instituto Piaget,Portugal,Lisbon
60016708,Aetna Inc.,United States,Hartford
60016709,Japan Food Research Laboratories,Japan,Tokyo
60016719,Bristol Eye Hospital,United Kingdom,Bristol
60016725,Penang Adventist Hospital,Malaysia,Pulau
60016728,Yonsei University College of Medicine,South Korea,Seoul
60016736,Southern California College of Optometry,United States,Fullerton
60016737,Instituto De Pesquisas Jardim Botanico Do Rio De Janerio,Brazil,Rio de Janeiro
60016754,Universidad de La Serena,Chile,La Serena
60016755,Max Planck In­sti­tute for Mar­ine Mi­cro­bi­o­logy,Germany,Bremen
60016775,International Islamic University Malaysia,Malaysia,Kuala Lumpur
60016777,British Trust for Ornithology,United Kingdom,Thetford
60016779,"A.P. Ershov Institute of Informatics Systems, Siberian Branch, Russian Academy of Sciences",Russian Federation,Novosibirsk
60016782,Brigham and Women's Hospital,United States,Boston
60016810,Ministerio de Sanidad y Consumo,Spain,Madrid
60016828,Universidade do Vale do Itajai,Brazil,Itajai
60016829,Centre Hospitalier Universitaire de Liege,Belgium,Liege
60016835,Beijing Institute of Technology,China,Beijing
60016846,Elmhurst Hospital Center,United States,Elmhurst
60016849,University of Toronto,Canada,Toronto
60016850,Gauhati University,India,Guwahati
60016862,Hospital Universitario Central de Asturias,Spain,Oviedo
60016869,Oral Roberts University,United States,Tulsa
60016880,Canberra Hospital,Australia,Canberra
60016890,Hospital Infantil La Paz,Spain,Madrid
60016897,Erasmus School of Economics,Netherlands,Rotterdam
60016908,Universität Heidelberg,Germany,Heidelberg
60016930,Beijing University of Posts and Telecommunications,China,Beijing
60016936,Stollery Children's Hospital,Canada,Edmonton
60016961,Norges Geotekniske Institutt,Norway,Oslo
60016963,Transportøkonomisk institutt,Norway,Oslo
60016965,The HIV Netherlands Australia Thailand Research Collaboration,Thailand,Bangkok
60016969,Academia Sinica Taiwan,Taiwan,Nankang
60016972,Shahed University,Iran,Tehran
60016975,Ohio State University Agricultural Technical Institute,United States,Wooster
60016979,Universidade da Madeira,Portugal,Funchal
60016987,Helsinki University Hospital,Finland,Helsinki
60016988,The Swedish Council on Technology Assessment in Health Care,Sweden,Stockholm
60017004,Prague University of Economics and Business,Czech Republic,Prague
60017010,Liaoning Normal University,China,Dalian
60017018,Saint Michael's Hospital University of Toronto,Canada,Toronto
60017021,Université Sidi Mohamed Ben Abdellah,Morocco,Fez
60017036,Winston-Salem State University,United States,Winston Salem
60017041,Niels Bohr Institute,Denmark,Copenhagen
60017047,Waikiki Aquarium,United States,Honolulu
60017052,Botanic Garden Meise,Belgium,Meise
60017060,Central South University,China,Changsha
60017062,Morgan State University,United States,Baltimore
60017080,China Jiliang University,China,Hangzhou
60017093,Presbyterian College,United States,Clinton
60017098,De Montfort University,United Kingdom,Leicester
60017099,Sacred Heart Medical Center,United States,Spokane
60017112,Stamford Hospital,United States,Stamford
60017134,Justus-Liebig-Universität Gießen,Germany,Giessen
60017145,Tilburg University,Netherlands,Tilburg
60017147,Centre for Agricultural Engineering,Australia,Toowoomba
60017161,National University of Singapore,Singapore,Singapore City
60017165,Khon Kaen University,Thailand,Khon Kaen
60017175,Hospital Carlos Van Buren,Chile,Valparaiso
60017179,Shantou University,China,Shantou
60017182,Royan Institute,Iran,Tehran
60017183,American Academy of Pediatrics,United States,Elk Grove Village
60017216,Loyola University Medical Center,United States,Maywood
60017218,Children's Medical Center Dallas,United States,Dallas
60017234,"Chonnam National University, College of Medicine",South Korea,Gwangju
60017236,Chongqing Technology and Business University,China,Chongqing
60017238,"Royal United Hospital, Bath",United Kingdom,Bath
60017240,Meilahti Hospital,Finland,Helsinki
60017242,Instytut Uprawy Nawozenia i Gleboznawstwa Państwowy Instytut Badawczy,Poland,Pulawy
60017244,Southwest Petroleum University China,China,Chengdu
60017246,Universität Tübingen,Germany,Tubingen
60017250,National Museum of Wales,United Kingdom,Cardiff
60017260,Tianjin Cancer Institute and Hospital,China,Tianjin
60017263,Alfred University,United States,Alfred
60017265,Syngenta International AG,Switzerland,Basel
60017275,"Foundation IRCCS Neurological Institute ""C. Besta""",Italy,Milan
60017293,Università degli Studi di Napoli Federico II,Italy,Naples
60017296,Louisiana Department of Wildlife and Fisheries,United States,Baton Rouge
60017298,Transportation Research Board,United States,"Washington, D.C."
60017299,Fundacion Centro de Estudios Ambientales del Mediterraneo,Spain,Paterna
60017317,University of Sussex,United Kingdom,Brighton
60017320,Central Police University Taiwan,Taiwan,Taoyuan
60017323,Centro de Investigacion y de Estudios Avanzados,Mexico,Mexico City
60017326,Coventry University,United Kingdom,Coventry
60017338,Université Paris Nanterre,France,Nanterre
60017347,Universität Luzern,Switzerland,Luzern
60017366,IBM Thomas J. Watson Research Center,United States,Yorktown Heights
60017367,The University of Winnipeg,Canada,Winnipeg
60017373,National Research Institute for Child Health and Development,Japan,Tokyo
60017380,Ministerio de Salud de Chile,Chile,Santiago
60017384,"Hospital de Santa Cruz, Carnaxide",Portugal,Carnaxide
60017391,The Institute of Statistical Mathematics,Japan,Tokyo
60017396,"Academia Sinica, Institute Of Physics",Taiwan,Taipei
60017404,University of the Aegean,Greece,Mytilene
60017406,Purdue Polytechnic Institute,United States,West Lafayette
60017412,University of Cincinnati College of Medicine,United States,Cincinnati
60017418,Universidad del Salvador,Argentina,Buenos Aires
60017425,Southeast Missouri State University,United States,Cape Girardeau
60017426,Bryant University,United States,Smithfield
60017438,Hopital Arnaud de Villeneuve,France,Montpellier
60017442,Gangneung-Wonju National University,South Korea,Gangneung
60017446,Khulna Medical College,Bangladesh,Khulna
60017448,St Vincent's Clinic,Australia,Sydney
60017451,National Center of Neurology and Psychiatry Kodaira,Japan,Kodaira
60017457,Kaiser Permanente,United States,CA
60017462,Surugadai University,Japan,Hanno
60017465,Long Island College Hospital,United States,New York
60017466,College of the Atlantic,United States,Bar Harbor
60017483,Institute of Oceanology Chinese Academy of Sciences,China,Qingdao
60017490,"Catholic University of the Sacred Heart, Brescia",Italy,Brescia
60017502,University of Puget Sound,United States,Tacoma
60017506,Universidade Estadual do Centro Oeste,Brazil,Guarapuava
60017510,UHealth Tower,United States,Miami
60017517,"Istituto Nazionale Tumori IRCCS - Fondazione G Pascale, Napoli",Italy,Naples
60017521,United States Geological Survey Western Region,United States,Menlo Park
60017536,Southern Methodist University,United States,Dallas
60017539,"ICAR - Research Complex for North Eastern Hill Region, Umiam",India,Shillong
60017551,Osaka City University Medical School,Japan,Osaka
60017563,Weizmann Institute of Science Israel,Israel,Rehovot
60017584,Leibniz Institute for Tropospheric Research,Germany,Leipzig
60017585,Kyoto Sangyo University,Japan,Kyoto
60017590,Hospital de Ninos Ricardo Gutierrez,Argentina,Buenos Aires
60017595,Gaziantep Üniversitesi,Turkey,Gaziantep
60017596,"Universidade de Coimbra, Instituto de Engenharia de Sistemas E Computadores de Coimbra",Portugal,Coimbra
60017605,Fuzhou University,China,Fuzhou
60017609,Universidade Federal de Santa Catarina,Brazil,Florianopolis
60017613,Kettering General Hospital,United Kingdom,Kettering
60017614,University of Limpopo,South Africa,Sovenga
60017615,Stockholms Iäns Landsting,Sweden,Stockholm
60017621,Food Science Australia,Australia,Melbourne
60017656,National Institute of Nutrition India,India,Hyderabad
60017662,Cooper University Hospital,United States,Camden
60017669,Kerman University of Medical Sciences,Iran,Kerman
60017681,Australian Museum,Australia,Sydney
60017683,Williston Research Extension Center,United States,Williston
60017687,Allergy and Asthma Medical Group and Research Center,United States,San Diego
60017691,Stephen F. Austin State University,United States,Nacogdoches
60017694,CNES Centre National d'Etudes Spatiales,France,Paris
60017697,Università degli Studi di Palermo,Italy,Palermo
60017705,Chinese Academy of Agricultural Sciences,China,Beijing
60017709,Kansai University of International Studies,Japan,Miki
60017716,Hainan University,China,Haikou
60017717,The University of North Carolina System,United States,Chapel Hill
60017728,Centre Hospitalier de Mulhouse,France,Mulhouse
60017733,North Asia University,Japan,Akita
60017743,Kræftens Bekæmpelse,Denmark,Copenhagen
60017760,Military Hospital Mohammed V,Morocco,Agdal Rabat
60017766,Institute of Biology Leiden,Netherlands,Leiden
60017769,Hong Kong Adventist Hospital,China,
60017777,National Institute of Child Health and Human Development (NICHD),United States,Bethesda
60017789,Manhattan College,United States,New York
60017803,Western Sydney University,Australia,Penrith
60017805,UCSF Medical Center,United States,San Francisco
60017806,Manaaki Whenua - Landcare Research,New Zealand,Lincoln
60017810,Mazandaran University of Medical Sciences,Iran,Sari
60017818,Kyonggi University,South Korea,Suwon
60017820,CSIRO Livestock Industries,Australia,Geelong
60017825,Smithsonian Environmental Research Center,United States,Edgewater
60017826,University of South Wales,United Kingdom,Pontypridd
60017837,University of New England Australia,Australia,Armidale
60017838,Universidad de Extremadura,Spain,Badajoz
60017841,Universidade Federal de Lavras,Brazil,Lavras
60017849,"NEIKER, Basque Institute for Agricultural Research and Development",Spain,Derio
60017852,Redcliffe Hospital,Australia,Redcliffe
60017862,North-Western State Medical University named after I.I. Mechnikov,Russian Federation,Saint Petersburg (ex Leningrad)
60017863,World Meteorological Organization,Switzerland,Geneva
60017905,IRCCS Ospedale Pediatrico Bambino Gesù,Italy,Rome
60017912,Clinica Las Condes,Chile,Santiago
60017915,Faculty of Geo-Information Science and Earth Observation – ITC,Netherlands,Enschede
60017919,The Education University of Hong Kong,China,Hong Kong
60017920,Hospital San Pedro de Alcantara,Spain,Caceres
60017931,Ministerio da Saude,Brazil,Brasilia
60017952,Ochsner Health System,United States,New Orleans
60017957,Nagoya Daini Red Cross Hospital,Japan,Nagoya
60017958,Singapore General Hospital,Singapore,Singapore City
60017974,Avera Health,United States,Sioux Falls
60017980,University of Benin,Nigeria,Benin
60017983,"Instituto Nacional de Investigaciones Forestales, Agricolas y Pecuarias",Mexico,Santa Catarina
60017989,Space Research Institute of the Russian Academy of Sciences,Russian Federation,Moscow
60017997,AgResearch Ruakura Research Centre,New Zealand,Hamilton
60018007,Nanhua University Taiwan,Taiwan,Chiayi
60018013,Maejo University,Thailand,Chaing Mai
60018017,Alaska Psychiatric Institute,United States,Anchorage
60018026,St. Luke’s International University,Japan,Tokyo
60018043,New York Presbyterian Hospital,United States,New York
60018063,Netcare Unitas Hospital,South Africa,Centurion
60018064,Centro de Ecologia Aplicada del Litoral,Argentina,Corrientes
60018123,Universität Kassel,Germany,Kassel
60018139,Hopital Edouard Herriot,France,Lyon
60018144,Kobe University Hospital,Japan,Kobe
60018160,Drake University,United States,Des Moines
60018171,Croatian National Institute of Public Health,Croatia,Zagreb
60018176,Sanatorio Guemes,Argentina,Buenos Aires
60018179,University of South Carolina,United States,Columbia
60018184,The Aurum Institute,South Africa,Johannesburg
60018186,Edinburgh Napier University,United Kingdom,Edinburgh
60018200,Antrim Area Hospital,United Kingdom,Antrim
60018205,Xiamen University,China,Xiamen
60018207,Great Ormond Street Hospital for Children NHS Foundation Trust,United Kingdom,London
60018208,Washington State University Pullman,United States,Pullman
60018212,ESIEE,France,Noisy-le-Grand
60018229,Helmholtz Zentrum für Umweltforschung,Germany,Leipzig
60018241,Southampton Eye Unit,United Kingdom,Southampton
60018246,UCSD Medical Center-Hillcrest,United States,San Diego
60018257,Sogang University,South Korea,Seoul
60018258,Met Office,United Kingdom,Exeter
60018273,University of Science and Technology Beijing,China,Beijing
60018276,Universität der Bundeswehr München,Germany,Neubiberg
60018290,"Abt Associates, Inc.",United States,Cambridge
60018297,National Maritime Research Institute,Japan,Mitaka
60018306,Wright State University,United States,Dayton
60018323,CSIC-ICUB - Instituto Botanico de Barcelona (IBB),Spain,Barcelona
60018325,Kasem Bundit University,Thailand,Bangkok
60018337,JFE Steel Corporation,Japan,Tokyo
60018341,Hochschule für Musik und Theater Hannover,Germany,Hannover
60018342,Shell Research and Technology Centre Amsterdam - SRTCA,Netherlands,Amsterdam
60018363,Università degli Studi di Trieste,Italy,Trieste
60018366,Merck KGaA,Germany,Darmstadt
60018391,Bangladesh Rural Advancement Committee,Bangladesh,Dhaka
60018393,Polytechnic University Japan,Japan,Sagamihara
60018429,Gifu University,Japan,Gifu
60018431,Office of Naval Research,United States,Arlington
60018435,Hahnemann University Hospital,United States,Philadelphia
60018451,Faculty Hospital at Hradec Kralove,Czech Republic,Hradec Kralove
60018462,Swedish University of Agricultural Sciences Faculty of Veterinary Medicine and Animal Science,Sweden,Uppsala
60018466,Middle Tennessee State University,United States,Murfreesboro
60018471,"Children's Hospital of Eastern Ontario, Ottawa",Canada,Ottawa
60018475,Bowling Green State University,United States,Bowling Green
60018477,Northern General Hospital,United Kingdom,Sheffield
60018491,Simon Fraser University,Canada,Burnaby
60018495,Health Canada,Canada,Ottawa
60018508,"Eisai Co., Ltd.",Japan,Tokyo
60018514,Freeman Hospital,United Kingdom,Newcastle
60018517,Tata Memorial Hospital,India,Mumbai
60018522,Koninklijke DSM N.V.,Netherlands,Heerlen
60018526,Panjab University,India,Chandigarh
60018537,Anand Agricultural University,India,Anand
60018550,NHS Scotland,United Kingdom,Edinburgh
60018554,Zhengzhou University,China,Zhengzhou
60018577,"Bon Secours Hospital, Cork",Ireland,Cork
60018592,Geoponiko Panepistimion Athinon,Greece,Athens
60018596,Crucell NV,Netherlands,Leiden
60018601,Tour du Valat,France,Arles
60018610,Elon University,United States,Elon
60018611,"PerkinElmer, Inc.",United States,Waltham
60018614,Institute of Psychology Chinese Academy of Sciences,China,Beijing
60018618,E.O. Ospedali Galliera,Italy,Genoa
60018621,Consorci Sanitari de Terrassa,Spain,Terrassa
60018622,United Nations Conference on Trade and Development,Switzerland,Geneva
60018642,Toho University,Japan,Tokyo
60018654,Quadram Institute Bioscience,United Kingdom,Norwich
60018665,Denver Public Health,United States,Denver
60018675,Clinique de Genolier,Switzerland,Genolier
60018680,"University College Hospital, Ibadan",Nigeria,Ibadan
60018691,Rush University Medical Center,United States,Chicago
60018710,Alikhanov Institute for Theoretical and Experimental Physics,Russian Federation,Moscow
60018718,Harper Adams University,United Kingdom,Shropshire
60018728,Hospital do Meixoeiro,Spain,Vigo
60018738,Therapeutic Goods Administration,Australia,Canberra
60018740,"Hokkaido Agricultural Research Center, NARO",Japan,Hokkaido
60018742,"Ministry of Transport, Public Works and Water Management, Netherlands",Netherlands,The Hague
60018743,Harbin University of Commerce,China,Harbin
60018745,March of Dimes Birth Defects Foundation,United States,White Plains
60018748,National Chin-Yi University of Technology Taiwan,Taiwan,Taichung
60018756,"Fundacao Universitaria do ABC, Faculdade de Medicina do ABC",Brazil,Santo Andre
60018805,Deakin University,Australia,Geelong
60018806,American College of Physicians,United States,Philadelphia
60018809,Silpakorn University,Thailand,Nakhon Pathom
60018815,Copernicus Institute of Sustainable Development,Netherlands,Utrecht
60018844,Fujian Normal University,China,Fuzhou
60018845,American Association for the Advancement of Science,United States,"Washington, D.C."
60018861,John Innes Centre,United Kingdom,Norwich
60018865,Bangladesh Institute of Development Studies,Bangladesh,Dhaka
60018868,Hopital Civil,France,Strasbourg
60018869,Maastricht University,Netherlands,Maastricht
60018870,Semnan University,Iran,Semnan
60018872,Muğla Sıtkı Koçman Üniversitesi,Turkey,Mugla
60018881,Instituto de Investigaciones Agropecuarias,Chile,Santiago
60018887,SAARC Meteorological Research Centre,Bangladesh,Dhaka
60018894,Monash University Malaysia,Malaysia,Bandar Sunway
60018910,Kunming Institute of Botany Chinese Academy of Sciences,China,Kunming
60018916,Sir Mortimer B. Davis Jewish General Hospital,Canada,Montreal
60018920,Heart Research Institute Australia,Australia,Sydney
60018927,Indiana University Melvin and Bren Simon Cancer Center,United States,Indianapolis
60018933,Singapore Management University,Singapore,Singapore City
60018934,Shahid Beheshti University of Medical Sciences,Iran,Tehran
60018938,Universitatea Stefan cel Mare din Suceava,,Suceava
60018940,Universidad Rey Juan Carlos,Spain,Mostoles
60018945,CSIRO Entomology,Australia,Canberra
60018961,Klinikum Dortmund,Germany,Dortmund
60018966,Western Australian Marine Research Laboratories,Australia,Perth
60018978,Lebanon Valley College,United States,Annville
60018989,Visva-Bharati University,India,Santiniketan
60019000,Memorial University of Newfoundland,Canada,St John's
60019012,University of Utah Health Sciences,United States,Salt Lake City
60019016,Universitätsklinikum Halle und Medizinische Fakultät,Germany,Halle
60019019,Guttmacher Institute,United States,"Washington, D.C."
60019023,Fiocruz Amazônia,Brazil,Manaus
60019032,Kogakuin University,Japan,Tokyo
60019041,"University of Agricultural Sciences, Dharwad",India,Dharwad
60019043,Hubei University of Medicine,China,Shiyan
60019063,Falu lasarett,Sweden,Falun
60019096,MRC Virology Unit,United Kingdom,Glasgow
60019101,Variable Energy Cyclotron Centre India,India,Kolkata
60019102,Singapore Polytechnic,Singapore,Singapore City
60019103,Hospital del Trabajador de Santiago,Chile,Santiago
60019106,Indian Institute of Technology Banaras Hindu University,India,Varanasi
60019112,Centro Hospitalar e Universitário de Coimbra,Portugal,Coimbra
60019113,Wagga Wagga Agricultural Institute,Australia,Wagga Wagga
60019126,Kalawati Saran Children's Hospital,India,New Delhi
60019146,Hennepin County Medical Center,United States,Minneapolis
60019155,South Carolina Department of Health and Environmental Control,United States,Columbia
60019158,Woolcock Institute of Medical Research,Australia,Sydney
60019160,Syddansk Universitet,Denmark,Odense
60019163,Hopital Cochin AP-HP,France,Paris
60019176,Instituto Politécnico Nacional,Mexico,Mexico City
60019184,Bundesforschungsanstalt fur Forst Und Holzwirtschaft,Germany,Hamburg
60019187,Indiana University of Pennsylvania,United States,Indiana
60019189,Pomeranian Medical University in Szczecin,Poland,Szczecin
60019194,Hospital Arquitecto Marcide,Spain,La Coruna
60019207,"Institute for Materials Research, Tohoku University",Japan,Sendai
60019211,Townsville University Hospital,Australia,Townsville
60019218,Yunnan Normal University,China,Kunming
60019221,UMAE Hospital de Especialidades Centro Medico Nacional Siglo XXI,Mexico,Mexico City
60019226,National Institute of Genetics Mishima,Japan,Mishima
60019229,Children's Mercy Hospitals and Clinics,United States,Kansas City
60019247,Meisei University,Japan,Ome
60019271,Instituto Mexicano Del Petroleo,Mexico,Mexico City
60019279,"Regional Medical Research Centre, Bhubaneswar",India,Bhubaneswar
60019286,Indraprastha Apollo Hospitals,India,New Delhi
60019290,Hospital Universitario Fundación Jiménez Díaz,Spain,Madrid
60019299,"Virginia Tech, Pamplin College of Business",United States,Blacksburg
60019307,Medical Research Institute of New Zealand,New Zealand,Wellington
60019311,"International Atomic Energy Agency, Vienna",Austria,Vienna
60019319,Korea National University of Education,South Korea,Cheongwon-gun
60019323,Jacobi Medical Center,United States,New York
60019326,Barnet Hospital,United Kingdom,Barnet
60019330,Cheng Shiu University Taiwan,Taiwan,Kaohsiung
60019331,"Royal Victorian Eye & Ear Hospital, Melbourne",Australia,Melbourne
60019337,Mohammed V University in Rabat,Morocco,Rabat
60019342,Vlaamse Instelling voor Technologisch Onderzoek,Belgium,Mol
60019346,Saint Vincent Hospital Worcester,United States,Worcester
60019354,GNS Science,New Zealand,Lower Hutt
60019374,Rikkyo University,Japan,Tokyo
60019381,Regionshospitalet Herning,Denmark,Herning
60019394,Université de Reims Champagne-Ardenne,France,Reims
60019417,Centre de Physique Theorique,France,Marseille
60019424,Texas Christian University,United States,Fort Worth
60019440,"Handelshøjskolen, Aarhus Universitet",Denmark,Aarhus
60019446,Celgene Corporation,United States,Summit
60019449,Mater Misericordiae University Hospital,Ireland,Dublin
60019461,Sanatorio Allende,Argentina,Cordoba
60019467,Veterinary College Bangalore,India,Bengaluru
60019473,Ciba Specialty Chemicals,Switzerland,Basel
60019482,Loyola Marymount University,United States,Los Angeles
60019496,Qingdao University of Science and Technology,China,Qingdao
60019497,"International Institute for Applied Systems Analysis, Laxenburg",Austria,Laxenburg
60019499,Chinese Academy of Sciences,China,Beijing
60019507,Athens University of Economics and Business,Greece,Athens
60019510,Azienda Ospedaliero - Universitaria di Modena Policlinico,Italy,Modena
60019511,Sugiyama Jogakuen University,Japan,Nagoya
60019513,Université Savoie Mont Blanc,France,Chambery
60019514,Faculte de Medecine Universite Montpellier 1,France,Montpellier
60019517,Great Western Hospital,United Kingdom,Swindon
60019523,International Crops Research Institute for the Semi-Arid Tropics,India,Patancheru
60019526,Mount Holyoke College,United States,South Hadley
60019533,Tianjin University,China,Tianjin
60019544,Macquarie University,Australia,North Ryde
60019547,ENSAT Ecole Nationale Supérieure Agronomique de Toulouse,France,Castanet-Tolosan
60019548,"Metropolitan Hospital, Athens",Greece,Athens
60019561,Universidad Autonoma de Coahuila,Mexico,Coahuila
60019565,NOAA Southwest Fisheries Science Center,United States,San Diego
60019567,Mie University Hospital,Japan,Tsu
60019577,Orange Agricultural Institute,Australia,Orange
60019578,Monash University,Australia,Melbourne
60019600,Nova Southeastern University,United States,Fort Lauderdale
60019611,University of the West of England,United Kingdom,Bristol
60019615,CEA Saclay,France,Gif-sur-Yvette
60019616,Harbin Institute of Technology,China,Harbin
60019630,Universitätsklinikum Knappschaftskrankenhaus Bochum GmbH,Germany,Bochum
60019631,Kagoshima University Faculty of Medicine,Japan,Kagoshima
60019637,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente",Italy,Rome
60019647,Georgia Institute of Technology,United States,Atlanta
60019648,Al Akhawayn University,Morocco,Ifrane
60019660,Alpen-Adria-Universität Klagenfurt,Austria,Klagenfurt
60019663,Technische Universitat Graz,Austria,Graz
60019674,Boston University,United States,Boston
60019683,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,India,Srinagar
60019701,"Buffalo State College, State University of New York",United States,Buffalo
60019702,University of Birmingham,United Kingdom,Birmingham
60019710,Hospital Barros Luco Trudeau,Chile,Santiago
60019721,Tohoku Medical and Pharmaceutical University,Japan,Sendai
60019722,Technical University of Munich,Germany,Munich
60019735,"International Institute of Tropical Agriculture (IITA), Ibadan",Nigeria,Ibadan
60019750,Alcoa,United States,New York
60019757,Hospital Universitario Nuestra Senora de Candelaria,Spain,Santa Cruz de Tenerife
60019762,Université de Brest (UBO),France,Brest
60019778,European Organization for Nuclear Research,Switzerland,Geneva
60019793,Flanders Interuniversity Institute for Biotechnology,Belgium,Ghent
60019798,Security Forces Hospital Program Riyadh,Saudi Arabia,Riyadh
60019806,Yosu National University,South Korea,Yeosu
60019825,"Instituto Nacional de Cancerologia, México",Mexico,Tlalpan
60019838,University of Florida College of Nursing,United States,Gainesville
60019840,Shin-Kong Wu Ho-Su Memorial Hospital Taiwan,Taiwan,Taipei
60019854,Iona College,United States,New Rochelle
60019868,Weill Cornell Medical Center,United States,New York
60019870,James Cook University,Australia,Townsville
60019878,Sofia University St. Kliment Ohridski,Bulgaria,Sofia
60019891,Idemitsu Kosan,Japan,Tokyo
60019905,St. Jude Children's Research Hospital,United States,"Memphis TN,"
60019916,National Defense Medical College Tokorozawa,Japan,Tokorozawa
60019920,"Istituto per la Dinamica dei Processi Ambientali, Venezia",Italy,Venice
60019926,Centre Hospitalier Universitaire Ibn Rochd,Morocco,Casablanca
60019943,Australian Antarctic Division,Australia,Kingston
60019953,UCL Queen Square Institute of Neurology,United Kingdom,London
60019962,Hospital Naval Almirante Nef,Chile,Vina del Mar
60019963,Yildiz Technical University,Turkey,Istanbul
60019967,Agriculture et Agroalimentaire Canada,Canada,Ottawa
60019982,Marquette University College of Nursing,United States,Milwaukee
60019983,Saga University,Japan,Saga
60019987,Wrocław University of Science and Technology,Poland,Wroclaw
60019996,Hôpital Fernand-Widal,France,Paris
60020004,Pontificia Universidade Catolica do Parana,Brazil,Curitiba
60020023,L.V. Prasad Eye Institute India,India,Hyderabad
60020031,Everglades National Park,United States,Homestead
60020035,Our Lady's Hospital for Sick Children,Ireland,Dublin
60020051,Minneapolis Heart Institute,United States,Minneapolis
60020059,Georgia Southern University,United States,Statesboro
60020061,Kitami Institute of Technology,Japan,Kitami
60020065,Sanofi-Aventis Deutschland GmbH,Germany,Frankfurt am Main
60020071,Norwegian Institute for Nature Research,Norway,NO-7485 Trondheim
60020096,Duke University Marine Laboratory,United States,Beaufort
60020124,Hôpital Purpan,France,Toulouse
60020127,Forest Research Institute Malaysia,Malaysia,Kepong
60020131,Texas A and M University System,United States,College Station
60020135,Bernhard Nocht Institut fur Tropenmedizin Hamburg,Germany,Hamburg
60020139,"NOAA National Environmental Satellite, Data and Information Service",United States,Silver Spring
60020146,Ospedale S. Maria delle Croci,Italy,Ravenna
60020148,Chhatrapati Shahu Ji Maharaj University,India,Kanpur
60020170,Tokyo International University,Japan,Kawagoe
60020176,Connecticut Children's Medical Center,United States,Hartford
60020191,Statens Institut for Folkesundhed,Denmark,Copenhagen
60020195,Paul Scherrer Institut,Switzerland,Villigen
60020205,Wycombe Hospital,United Kingdom,High Wycombe
60020211,Comision de Investigaciones Cientificas - La Plata,Argentina,La Plata
60020227,Uppsala Monitoring Centre,Sweden,Uppsala
60020251,United States Air Force Institute of Technology,United States,Wright-Patterson AFB
60020256,Capital Normal University,China,Beijing
60020258,Nanjing Normal University,China,Nanjing
60020259,Institute of Mountain Hazards and Environment Chinese Academy of Sciences,China,Chengdu
60020261,Università della Calabria,Italy,Cosenza
60020273,Binghamton University State University of New York,United States,Binghamton
60020274,Dubna International University,Russian Federation,Dubna
60020296,Keck Graduate Institute,United States,Claremont
60020298,Universidad Nacional del Comahue,Argentina,Neuquen
60020304,"University of Maryland, College Park (UMD)",United States,College Park
60020316,DSM Nutritional Products Ltd,Switzerland,Kaiseraugst
60020321,University of Southern Queensland,Australia,Toowoomba
60020329,Max Planck Institute for Developmental Biology,Germany,Tubingen
